"Id","MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice","Neighborhood"
226,160,0.21,16.8,5,5,1971,1971,142,0,0,6.3,6.3,630,672,0,13.02,0,0,2,1,3,1,6,0,1991,1,2.8,0,0,0,0,0,0,0,5,2009,112000,"BrDale"
228,160,0.21,18.69,6,6,1970,1970,127,3.21,0,1.62,4.83,483,504,0,9.87,0,0,1,1,2,1,5,0,1987,1,2.8,0,0,0,0,0,0,0,9,2008,106000,"BrDale"
229,20,0.7,85.21,5,5,1967,1967,0,8.42,0,0.7,9.12,912,0,0,9.12,0,0,1,0,3,1,5,1,1974,1,3.36,0,0,0,0,0,0,0,5,2010,125000,"Sawyer"
230,120,0.43,31.82,7,5,2005,2006,16,0.16,0,13.57,13.73,1555,0,0,15.55,0,0,2,0,2,1,7,1,2005,2,4.3,1.43,0.2,0,0,0,0,0,5,2009,192500,"Blmngtn"
231,20,0.73,87.6,6,6,1959,1959,220,0,0,11.94,11.94,1194,0,0,11.94,1,0,1,0,3,1,6,0,1959,1,3.12,0,0,1.2,0,0,0,0,4,2010,148000,"NAmes"
237,20,0.65,87.73,7,5,2004,2004,98,0.24,0,13.9,14.14,1414,0,0,14.14,0,0,2,0,3,1,6,0,2004,2,4.94,1.32,1.05,0,0,0,0,0,5,2010,185500,"CollgCr"
238,60,0.69,94.53,7,7,1993,2003,0,4.02,0,5.94,9.96,1014,730,0,17.44,0,0,2,1,3,1,7,0,1993,2,4.57,3.7,0.7,0,238,0,0,0,2,2010,194500,"SawyerW"
240,50,0.52,87.41,6,4,1945,1950,0,0.94,0,6.41,7.35,798,689,0,14.87,0,0,1,1,3,1,7,1,1949,1,2.2,0,1.4,0,0,0,0,0,4,2010,113000,"Edwards"
242,30,0.4,38.8,5,9,1945,1997,0,3.29,0,3.57,6.86,866,0,0,8.66,0,0,1,0,2,1,4,0,1980,0,0,0.58,0.42,0,0,0,0,0,8,2007,110500,"OldTown"
244,160,0.75,107.62,6,6,1980,1980,0,0,0,6.26,6.26,626,591,0,12.17,0,0,1,1,3,1,6,1,1980,1,2.88,0,0.28,0,0,0,0,0,4,2009,120000,"SawyerW"
245,60,0.69,88.8,7,5,1994,2002,0,6.95,0,2.53,9.48,1222,888,0,21.1,1,0,2,1,3,1,8,2,1994,2,4.63,0,1.3,0,0,0,0,0,5,2010,205000,"SawyerW"
248,20,0.75,113.1,6,5,1954,1954,0,0,0,13.67,13.67,1375,0,0,13.75,0,0,1,0,2,1,5,1,1954,2,4.51,0,0.3,0,0,0,0,0,6,2006,140000,"NAmes"
249,60,0.72,113.17,7,5,2003,2003,101,0,0,8.4,8.4,840,828,0,16.68,0,0,2,1,3,1,8,0,2003,2,5,1.44,0.68,0,0,0,0,0,9,2007,180000,"CollgCr"
253,60,0.65,83.66,6,5,2004,2004,0,0,0,7.98,7.98,798,842,0,16.4,0,0,2,1,3,1,6,0,2004,2,5.2,1.38,0.45,0,0,0,0,0,12,2008,173000,"SawyerW"
254,80,0.85,93.5,6,7,1964,1991,108,2.7,5.8,4.52,13.02,1302,0,0,13.02,0,1,2,0,3,1,7,0,1964,1,3.09,3.33,0,0,0,0,0,0,10,2007,158000,"NAmes"
255,20,0.7,84,5,6,1957,1957,0,9.22,0,3.92,13.14,1314,0,0,13.14,1,0,1,0,3,1,5,0,1957,1,2.94,2.5,0,0,0,0,0,0,6,2010,145000,"NAmes"
257,60,0.64,87.91,6,5,2003,2003,0,5.03,0,3.61,8.64,864,864,0,17.28,0,0,2,1,3,1,7,0,2003,2,6.73,2.16,0.56,0,0,0,0,0,5,2008,207500,"Somerst"
260,20,0.7,127.02,5,5,1956,1956,0,0,0,0,0,882,0,0,8.82,0,0,1,0,2,1,4,0,1956,1,3.08,0,0.45,0,0,0,0,0,12,2008,97000,"OldTown"
261,80,1.2,192.96,6,5,1962,1962,399,6.72,6.9,0,13.62,1382,0,0,13.82,1,0,1,0,3,1,6,1,1991,2,8.84,0,0,2.52,0,0,0,0,5,2009,176000,"NAmes"
263,80,0.88,84.71,6,7,1977,1995,46,5.06,0,0,5.06,1212,0,0,12.12,1,0,1,0,3,1,6,1,1978,2,4.92,2.92,0.12,0,0,0,0,0,7,2006,151000,"Sawyer"
264,50,0.5,55,5,7,1929,2001,0,2.34,6.92,0,9.26,926,0,3.9,13.16,1,0,1,0,3,1,6,0,1974,2,4.84,0,0,0,0,0,0,0,4,2010,130000,"OldTown"
266,20,0.78,120.9,6,6,1981,1981,210,5.88,2.28,6.06,14.22,1422,0,0,14.22,0,0,2,0,3,1,7,1,1981,2,5.76,2.76,0,0,0,0,0,0,6,2008,175500,"NWAmes"
267,60,0.7,112.07,6,5,1997,1997,0,7.14,0,0.88,8.02,802,709,0,15.11,1,0,2,1,3,1,8,1,1997,2,4.13,0.95,0.75,0,0,0,0,0,6,2006,185000,"Gilbert"
269,30,0.71,69,5,6,1940,1955,0,4.03,1.25,2.12,7.4,778,0,0,7.78,0,0,1,0,2,1,4,1,1966,1,9.24,0,0.25,0,0,0,0,0,2,2008,120500,"IDOTRR"
270,20,0.69,79.17,6,7,1976,1976,174,7.51,0,3.92,11.43,1113,0,0,11.13,1,0,1,1,3,1,6,1,1987,1,5.04,3.7,0.3,0,0,0,0,0,5,2007,148000,"Edwards"
274,20,0.8,96,6,6,1958,1988,183,6.2,6.2,0,12.4,1632,0,0,16.32,1,0,2,0,3,1,6,1,1958,1,3.38,2.89,0,0,0,0,0,0,4,2009,139000,"NAmes"
275,20,0.76,83.14,5,7,1982,1982,0,5.46,0,2.7,8.16,816,0,0,8.16,0,0,1,0,2,1,5,0,1982,1,2.64,1.68,0,0,0,0,0,0,6,2007,124500,"Mitchel"
277,20,1.29,91.96,7,5,2003,2003,0,0,0,15.6,15.6,1560,0,0,15.6,0,0,2,0,3,1,7,0,2003,2,5.73,1,1.5,0,0,0,0,0,4,2010,201000,"Mitchel"
278,20,1.4,191.38,4,5,1951,1951,0,1.2,0,7.44,8.64,864,0,0,8.64,0,0,1,0,2,1,4,0,1951,2,4,0,0,0,0,0,0,0,6,2010,141000,"Gilbert"
280,60,0.83,100.05,7,5,1977,1977,299,3.92,0,7.68,11.6,1156,866,0,20.22,0,0,2,1,4,1,8,1,1977,2,5.05,2.88,1.17,0,0,0,0,0,3,2008,192000,"ClearCr"
282,20,0.6,72,6,5,2006,2006,68,9.05,0,3.57,12.62,1262,0,0,12.62,0,0,2,0,2,1,5,0,2006,2,5.72,0,1.2,0,0,0,0,0,5,2006,185000,"Somerst"
283,120,0.34,50.63,7,5,2007,2008,166,9.04,0,4.1,13.14,1314,0,0,13.14,1,0,2,0,2,1,6,1,2008,2,6.26,1.72,0.62,0,0,0,0,0,4,2009,207500,"NridgHt"
285,120,0.5,80.12,6,5,1992,1992,0,4.3,0,11.45,15.75,1575,0,0,15.75,1,0,2,0,2,1,5,0,1992,2,5.29,0,0,0.52,0,0,0,0,7,2007,179200,"SawyerW"
286,160,0.35,42.51,7,5,2006,2007,0,0,0,6.25,6.25,625,625,0,12.5,0,0,2,1,2,1,5,0,2006,2,5.28,0,0.54,0,0,0,0,0,6,2007,164700,"Somerst"
287,50,0.77,97.86,6,7,1962,1981,0,6,0,3.12,9.12,1085,649,0,17.34,0,0,1,1,3,1,7,1,1962,2,4.4,0,0,0,0,1.28,0,0,6,2006,159000,"NAmes"
288,20,0.69,81.25,4,4,1971,1971,0,6.14,0,2.44,8.58,858,0,0,8.58,0,0,1,0,3,1,5,0,1980,0,0,0,0,0,0,0,0,0,6,2006,88000,"NAmes"
289,20,0.69,98.19,5,5,1967,1967,31,4.5,0,4.32,8.82,900,0,0,9,0,0,1,0,3,1,5,0,1970,1,2.8,0,0,0,0,0,0,0,2,2010,122000,"Sawyer"
295,20,0.8,96,6,5,1953,1953,238,12.85,0,1.31,14.16,1644,0,0,16.44,1,0,1,0,3,1,7,2,1953,2,4.18,1.1,0,0,0,0,0,0,10,2009,167000,"NAmes"
296,80,0.37,79.37,6,6,1984,1984,0,8.19,0,1.84,10.03,1003,0,0,10.03,1,0,1,0,3,1,6,0,1984,2,5.88,1.2,0,0,0,0,0,0,3,2006,142500,"Mitchel"
297,50,0.75,137.1,5,5,1950,1950,0,4.2,0,4.9,9.1,910,648,0,15.58,0,0,1,1,4,1,6,0,1950,1,2.82,2.89,0,0,0,0,0,0,6,2007,152000,"IDOTRR"
299,60,0.9,117,6,6,1968,1968,365,3.84,1.75,1.43,7.02,1041,702,0,17.43,0,1,1,2,3,1,7,1,1968,2,5.39,2.24,0,0,0,0,0,0,6,2007,175000,"NWAmes"
300,20,0.8,140,6,8,1950,2004,0,0,0,10.92,10.92,1152,0,0,11.52,0,1,1,0,3,1,6,1,1950,1,3,0,0.36,0,0,0,0,0,8,2009,158500,"Crawfor"
301,190,0.9,157.5,5,5,1953,1953,56,8.41,0,3.24,11.65,1336,0,0,13.36,1,0,1,0,2,1,5,2,1953,1,3.75,0,0,0,0,0,0,0,6,2006,157000,"Crawfor"
303,20,1.18,137.04,7,5,2001,2002,150,0,0,15.41,15.41,1541,0,0,15.41,0,0,2,0,3,1,6,1,2001,3,8.43,4.68,0.81,0,0,0,0,0,1,2006,205000,"CollgCr"
304,20,0.7,98,5,7,1972,1972,0,8.94,0,0,8.94,894,0,0,8.94,1,0,1,0,3,1,5,0,1975,2,5.52,2.56,0,0,0,0,0,0,7,2006,149900,"CollgCr"
308,50,0.69,79.2,6,7,1920,1950,0,0,0,3.19,3.19,1035,371,0,14.06,0,0,1,0,3,1,6,0,1980,0,0,0,1.44,0,0,0,0,0,3,2008,89500,"IDOTRR"
311,60,0.69,76.85,6,5,1993,1994,112,5.18,0,1.79,6.97,697,804,0,15.01,0,0,2,1,3,1,6,1,1993,2,4.2,1.9,0.63,0,0,0,0,0,5,2006,165600,"Gilbert"
312,20,0.5,80,6,6,1948,2002,0,6.8,0,2.92,9.72,972,0,0,9.72,1,0,1,0,2,1,5,1,1948,1,2.4,0,0,0,0,0,0,0,5,2009,132000,"NAmes"
313,190,0.65,78,5,7,1939,1950,0,5.07,0,2.86,7.93,793,325,0,11.18,1,0,1,0,3,1,5,1,1939,2,4.1,0,0,0,0,2.71,0,0,5,2006,119900,"OldTown"
316,60,0.71,77.95,7,5,2004,2005,0,4.25,0,2.91,7.16,716,716,0,14.32,1,0,2,1,3,1,6,1,2004,2,4.32,1,0.51,0,0,0,0,0,7,2009,188500,"Gilbert"
320,80,0.69,141.15,7,5,1980,1980,225,10.36,0,3.36,13.72,1472,0,0,14.72,1,0,2,0,3,1,6,2,1980,2,5.88,2.33,0.48,0,0,0,0,0,6,2009,187500,"NWAmes"
328,20,0.8,116,6,5,1960,1960,175,5.65,0,8.18,13.83,1383,0,0,13.83,0,0,1,1,3,1,7,0,1960,1,2.92,0,0.45,0,0,0,0,0,4,2006,145250,"NAmes"
332,20,0.7,81.76,5,6,1958,1992,0,8.46,0,2.1,10.56,1056,0,0,10.56,1,0,1,0,3,1,6,0,1958,1,3.08,0,0,0,0,0,0,0,8,2007,139000,"NAmes"
334,120,0.59,81.98,7,5,2004,2004,146,7.2,0,6.38,13.58,1358,0,0,13.58,1,0,2,0,2,1,6,1,2004,2,4.84,1.92,0.3,0,0,0,0,0,7,2008,207000,"NridgHt"
335,60,0.59,90.42,6,5,1998,1998,0,8.28,0,1.15,9.43,943,695,0,16.38,1,0,2,1,3,1,7,2,1998,2,4.72,1,0.38,0,0,0,0,0,7,2008,192000,"Gilbert"
338,20,0.7,91.35,7,5,2002,2003,113,8.1,0,7.26,15.36,1536,0,0,15.36,1,0,2,0,3,1,7,0,2002,2,5.32,1.92,0.74,0,0,0,0,0,12,2008,214000,"CollgCr"
339,20,0.91,141.45,7,7,1984,1998,0,2.13,0,9.95,12.08,1621,0,0,16.21,1,0,2,0,3,1,8,0,1984,2,4.4,1.08,0.45,0,0,0,0,400,5,2006,202500,"NWAmes"
340,20,0.66,124,6,7,1958,1998,176,5.85,0,6.3,12.15,1215,0,0,12.15,0,0,1,0,3,1,6,0,1958,1,2.97,0,0,0,0,2.34,0,0,6,2009,155000,"NAmes"
341,60,0.85,141.91,8,5,2002,2002,0,0,0,9.67,9.67,993,915,0,19.08,0,0,2,1,4,1,9,0,2002,2,4.31,1.35,0,0,0,0,0,0,4,2010,202900,"Timber"
346,50,0.65,64.35,6,5,1939,1950,0,0,0,9.72,9.72,972,605,0,15.77,0,0,1,0,3,1,6,1,1939,1,3.12,0,0,0,0,0,0,0,10,2006,140200,"BrkSide"
347,20,0.69,127.72,6,8,1960,1998,0,4.98,0,4.6,9.58,958,0,0,9.58,0,0,1,0,2,1,5,0,1960,1,3.01,0,0,0,0,0,0,15500,4,2007,151500,"NAmes"
348,20,0.69,176,6,5,1960,1960,30,12.7,0,2.08,14.78,1478,0,0,14.78,1,0,2,0,3,1,6,2,1960,2,4.98,0,0.4,0,0,0,0,0,12,2009,157500,"NAmes"
349,160,0.36,24.48,7,5,2003,2004,106,5.73,0,1.91,7.64,764,862,0,16.26,1,0,2,1,2,1,6,0,2003,2,4.74,0,0.27,0,0,0,0,0,10,2008,154000,"NridgHt"
352,120,0.69,52.71,7,5,1986,1986,0,10.82,0,3.71,14.53,1453,0,0,14.53,1,0,1,1,2,1,6,1,1986,2,4.45,0,0.8,0,0,1.84,0,0,12,2006,190000,"ClearCr"
353,50,0.6,90.84,5,6,1941,1950,0,2.36,3.8,0,6.16,616,495,0,11.11,0,1,1,0,3,1,5,0,1941,1,2,0.48,0,0,0,0,0,0,3,2008,95000,"Edwards"
355,50,0.6,84,6,5,1940,2000,0,3.88,0,5.52,9.4,1192,403,0,15.95,0,0,1,0,2,1,6,2,1940,1,2.4,0,0,1.08,0,0,0,0,6,2006,140000,"SWISU"
356,20,1.05,112.49,6,5,1995,1995,0,3.34,5.44,3.22,12,1200,0,0,12,1,0,2,0,3,1,6,0,1995,2,5.21,0,0.26,0,0,0,0,0,8,2007,177500,"CollgCr"
357,20,0.69,92.48,6,6,1992,1992,106,5.6,0,5.98,11.58,1167,0,0,11.67,1,0,2,0,3,1,6,0,1992,2,4,1.2,0.26,0,0,0,0,0,7,2009,173000,"Gilbert"
359,80,0.92,69.3,5,4,1958,1958,120,3,2.94,4.68,10.62,1352,0,0,13.52,0,1,1,0,3,1,6,0,1958,1,2.88,1.68,0,2.94,0,0,0,0,7,2006,130000,"ClearCr"
361,85,0.69,75.4,6,6,1978,1978,0,7.73,0,1.15,8.88,912,0,0,9.12,1,0,1,0,2,1,5,1,1978,2,4.7,0,0,0,0,1.92,0,0,6,2007,156000,"Mitchel"
362,50,0.69,91.44,5,5,1940,1982,0,3.99,0,4.84,8.83,988,517,0,15.05,1,0,1,0,3,1,8,0,1940,1,2.4,0,0,0,0,0,0,0,7,2008,145000,"BrkSide"
365,60,0.69,188,6,5,1976,1976,120,7.12,0,0.84,7.96,790,784,0,15.74,1,0,2,1,3,1,6,1,1976,2,5.66,3.06,1.11,0,0,0,0,0,7,2006,190000,"NWAmes"
366,70,0.59,106.9,5,7,1920,1997,0,4.56,0,2.16,6.72,672,672,0,13.44,0,0,1,0,3,1,6,0,1964,1,4.68,0,1.28,2.18,0,0,0,0,7,2009,147000,"IDOTRR"
367,20,0.69,95,6,5,1963,1963,247,6.09,0,7.85,13.94,1394,0,0,13.94,1,0,1,1,3,1,6,2,1963,2,5.14,0,0.76,0,0,1.85,0,0,7,2009,159000,"NAmes"
368,80,1.01,91.5,6,5,1962,1962,305,3.71,0,7.28,10.99,1431,0,0,14.31,0,1,1,0,3,1,6,1,1962,1,2.96,0.64,1.1,0,0,0,0,0,12,2008,165000,"NAmes"
369,20,0.78,78,5,6,1954,1954,200,5.4,0,7.28,12.68,1268,0,0,12.68,0,0,1,0,2,1,7,1,1954,1,2.44,0,0.98,0,0,0,0,0,3,2010,132000,"NAmes"
370,20,0.69,98.3,5,7,1959,2006,0,0.72,2.58,7.33,10.63,1287,0,0,12.87,1,0,1,0,3,1,7,1,1997,2,5.76,3.64,0.17,0,0,1.82,0,0,3,2010,162000,"NAmes"
371,60,0.69,81.21,6,5,2000,2000,0,0,0,9.53,9.53,953,711,0,16.64,0,0,2,1,3,1,7,1,2000,2,4.6,1,0.4,0,0,0,0,0,1,2006,172400,"Gilbert"
372,50,0.8,171.2,4,4,1959,1959,0,0,0,0,0,1120,468,0,15.88,0,0,2,0,4,1,7,1,1991,2,6.8,0,0.59,0,0,0,0,0,7,2008,134432,"ClearCr"
374,20,0.79,106.34,5,6,1953,1953,0,4.28,1.8,0,6.08,1319,0,0,13.19,1,0,1,0,3,1,5,0,1953,1,2.7,0.66,0,0,0,0,0,0,11,2009,123000,"NAmes"
377,85,0.57,88.46,5,5,1996,1996,0,2.98,0,5.72,8.7,914,0,0,9.14,0,0,1,0,2,1,5,0,1998,2,5.76,0,0,0,0,0,0,0,7,2006,148000,"CollgCr"
380,60,0.6,81.23,6,5,2000,2000,16,0,0,9.82,9.82,1007,793,0,18,0,0,2,1,3,1,7,1,2000,2,4.63,1,0.63,0,0,0,0,0,6,2009,179000,"Gilbert"
381,50,0.5,50,5,6,1924,1950,0,2.18,0,8.08,10.26,1026,665,0,16.91,0,0,2,0,3,1,6,1,1924,1,3.08,0,0,2.42,0,0,0,0,5,2010,127000,"SWISU"
382,20,0.6,72,7,5,2006,2006,0,0,0,12.93,12.93,1301,0,0,13.01,1,0,2,0,2,1,5,1,2006,2,5.72,2.16,1.21,0,0,0,0,0,8,2006,187750,"Somerst"
383,60,0.79,92.45,7,5,2006,2006,0,0,0,9.39,9.39,939,858,0,17.97,0,0,2,1,3,1,8,0,2006,2,6.39,1.44,0.53,0,0,0,0,0,4,2007,213500,"CollgCr"
386,120,0.43,31.82,8,5,2004,2005,16,0.24,0,12.32,12.56,1269,0,0,12.69,0,0,2,0,2,1,6,1,2004,2,4.3,1.46,0.2,0,0,1.44,0,0,4,2010,192000,"Blmngtn"
389,20,0.93,93.82,7,5,1999,2000,125,0,0,14.68,14.68,1479,0,0,14.79,0,0,2,0,3,1,6,0,1999,2,5.77,1.2,0.25,0,0,0,0,0,7,2008,191000,"CollgCr"
392,60,0.71,122.09,6,5,2001,2002,0,6.9,0,1.14,8.04,804,1157,0,19.61,1,0,2,1,3,1,7,1,2001,2,5.6,1.25,1.92,0,0,0,0,0,6,2009,215000,"Mitchel"
393,20,0.69,83.39,5,7,1959,1959,0,0,0,0,0,882,0,0,8.82,0,0,1,0,3,1,5,0,1959,1,2.94,0,0,0,0,0,0,1200,7,2007,106500,"NAmes"
394,30,0.69,74.46,4,5,1941,1950,0,2.66,0,5.22,7.88,788,0,0,7.88,0,0,1,0,2,1,4,2,1980,0,0,0,0,0,0,0,0,0,4,2006,100000,"BrkSide"
395,50,0.6,101.34,5,6,1940,1950,0,0,0,7.35,7.35,735,299,0,10.34,0,0,1,0,2,1,5,0,1940,1,2.4,0,0.39,0,0,0,0,0,7,2007,109000,"OldTown"
396,20,0.68,95.71,5,6,1956,1956,0,7.39,0,4.05,11.44,1144,0,0,11.44,1,0,1,0,3,1,6,0,1956,1,5.96,0.44,0,0,0,0,0,0,6,2010,129000,"Edwards"
397,20,0.6,72,5,5,1972,1972,0,7.77,0,1.17,8.94,894,0,0,8.94,0,0,1,0,2,1,6,0,1985,2,6,2.15,0,0,0,0,0,0,9,2009,123000,"CollgCr"
398,60,0.69,75.9,5,5,1962,1962,288,5.4,0,3.24,8.64,876,936,0,18.12,0,0,2,0,4,1,8,1,1962,1,2.64,0,1.68,0,0,0,0,0,7,2007,169500,"NAmes"
402,20,0.65,87.67,7,5,2005,2005,0,0.24,0,12.86,13.1,1310,0,0,13.1,0,0,2,0,3,1,6,1,2005,2,4,0,0,0,0,0,0,0,7,2006,164990,"CollgCr"
403,30,0.6,102,5,8,1940,1997,0,0,0,6.72,6.72,672,0,0,6.72,0,0,1,0,2,1,4,0,1940,1,2.4,1.68,0,0,0,0,0,0,8,2008,108000,"Sawyer"
405,60,0.69,103.64,6,5,1995,1996,0,0,0,8.06,8.06,806,766,0,15.72,0,0,2,1,3,1,7,1,1995,2,3.73,0,0.4,0,0,0,0,0,5,2007,168000,"Gilbert"
406,20,0.69,99.91,4,4,1976,1993,0,11.16,0,1.65,12.81,1620,0,0,16.2,1,0,2,0,3,1,8,1,1993,2,4.9,1.2,0.78,0,0,0,0,0,6,2009,150000,"Sawyer"
414,30,0.56,89.6,5,6,1927,1950,0,0,0,10.08,10.08,1028,0,0,10.28,0,0,1,0,2,1,5,1,1927,2,3.6,0,0,1.3,0,0,0,0,3,2010,115000,"OldTown"
415,60,0.59,112.28,7,5,1993,1993,0,0.5,5.31,4.99,10.8,1080,1017,0,20.97,0,1,2,1,3,1,9,1,1993,3,6.78,1.96,1.87,0,0,0,0,0,12,2008,228000,"SawyerW"
416,20,0.73,88.99,7,5,2007,2007,0,0.24,0,13.16,13.4,1340,0,0,13.4,0,0,2,0,3,1,6,0,2007,2,3.96,1,0.3,0,0,0,0,0,8,2007,181134,"Gilbert"
417,60,0.74,78.44,6,7,1978,1978,203,2.09,0,4.63,6.72,672,728,0,14,0,0,1,1,3,1,6,1,1978,2,4.4,0,0,0,0,0,0,0,3,2006,149500,"Sawyer"
419,50,0.6,81.6,5,6,1940,1950,0,3.12,0,4.44,7.56,756,378,0,11.34,1,0,1,1,3,1,7,0,1940,1,2.4,0,0,0,0,0,0,0,4,2007,126000,"Edwards"
420,20,0.65,84.5,5,6,1968,1968,0,7.75,0,2.81,10.56,1056,0,0,10.56,1,0,1,0,3,1,6,1,1968,1,3.04,0,0.85,1.84,0,0,0,0,7,2010,142000,"NAmes"
422,20,0.69,166.35,6,7,1977,2000,126,12.46,0,3.56,16.02,1602,0,0,16.02,0,1,2,0,3,1,8,1,1977,2,5.29,2.4,0,0,0,0,0,0,6,2009,215000,"NWAmes"
423,20,1,217.5,5,5,1954,1954,0,0,0,9.88,9.88,988,0,0,9.88,0,0,1,0,2,1,4,0,1954,2,5.2,0,0,0,0,0,0,0,2,2008,113000,"Mitchel"
425,20,0.72,90,6,5,1956,1956,74,6.16,0,5.8,11.96,1196,0,0,11.96,1,0,1,0,2,1,6,1,1956,1,2.97,0,0.44,0,0,0,0,0,5,2008,139000,"NAmes"
426,60,0.6,33.78,7,8,1946,1992,0,0,0,6.51,6.51,707,682,0,13.89,0,0,1,1,3,1,6,2,1947,1,2.4,0,0,1.26,0,0,0,0,9,2009,135000,"OldTown"
428,20,0.77,85.93,4,6,1957,1957,0,2.88,0,6.19,9.07,907,0,0,9.07,0,0,1,0,3,1,5,0,1964,1,3.52,0,0,0,0,0,0,0,7,2008,109008,"NAmes"
429,20,0.64,67.62,7,5,2007,2007,108,6.64,0,5.44,12.08,1208,0,0,12.08,1,0,2,0,2,1,6,0,2007,2,6.28,1.05,0.54,0,0,0,0,0,9,2007,195400,"CollgCr"
430,20,1.3,114.57,6,5,1988,1988,0,10.05,0,3.87,13.92,1412,0,0,14.12,1,0,2,0,3,1,6,1,1988,2,5.76,0,0,1.69,0,0,0,0,3,2009,175000,"Timber"
434,60,1,108.39,6,5,1997,1998,0,0,0,9.26,9.26,926,678,0,16.04,0,0,2,1,3,1,7,1,1997,2,4.7,0,0.36,0,0,0,0,0,7,2008,181000,"Gilbert"
436,60,0.43,106.67,7,6,1996,1996,0,3.85,3.44,0.7,7.99,827,834,0,16.61,1,0,2,1,3,1,6,1,1996,2,5.5,1.58,0.61,0,0,0,0,0,4,2009,212000,"CollgCr"
437,50,0.4,44,6,8,1920,1950,0,0,0,6.48,6.48,734,384,0,11.18,0,0,1,0,2,1,6,0,1990,2,4.4,0,0,0,0,0,0,0,10,2006,116000,"OldTown"
438,45,0.5,60,6,7,1926,2004,0,0,0,8.84,8.84,904,0,0,9.04,0,0,1,0,2,1,4,0,1926,1,1.8,0,0,1.05,0,0,0,0,1,2009,119000,"BrkSide"
440,50,0.67,123.54,6,8,1920,2000,0,0,0,6.84,6.84,684,512,0,11.96,0,0,1,0,3,1,7,0,2005,2,5.28,0,0.46,0,0,0,0,800,8,2009,110000,"Edwards"
443,50,0.52,62.4,5,7,1930,1992,0,0,0,10.78,10.78,1128,445,0,15.73,0,0,2,0,3,1,8,1,1930,2,3.6,0,0,0,0,0,0,0,6,2008,162900,"BrkSide"
444,120,0.53,39.22,7,5,2006,2007,72,0,0,12.58,12.58,1258,0,0,12.58,0,0,2,0,2,1,6,1,2007,3,6.48,1.44,0.16,0,0,0,0,0,6,2007,172500,"Blmngtn"
445,60,0.7,87.5,7,5,1994,1995,0,6.42,0,2.73,9.15,933,975,0,19.08,1,0,2,1,4,1,8,1,1994,2,4.93,1.44,1.33,0,0,0,0,0,7,2008,210000,"CollgCr"
446,20,0.73,98.55,6,5,1956,1956,0,0,0,14.36,14.36,1689,0,0,16.89,0,0,1,0,3,1,7,1,1956,2,4.8,0,0,0,0,0,0,0,11,2009,127500,"Edwards"
447,20,1.37,164.92,6,6,1966,2002,0,2.47,7.13,5.57,15.17,1888,0,0,18.88,0,0,2,1,2,1,6,1,1966,2,5.78,0,0,0,0,0,0,0,6,2010,190000,"NAmes"
448,60,0.69,112.14,7,5,1998,1999,0,0,0,9.3,9.3,956,930,0,18.86,0,0,2,1,4,1,10,1,1998,2,4.31,0.89,0,0,0,0,0,0,7,2006,199900,"Gilbert"
449,50,0.5,86,6,6,1937,1950,0,0,0,7.8,7.8,780,596,0,13.76,0,0,2,0,3,1,7,1,1937,1,1.98,0,0,0,0,0,0,0,6,2006,119500,"IDOTRR"
453,60,0.69,93.03,6,5,1996,1997,42,7.42,0,1.3,8.72,888,868,0,17.56,1,0,2,1,3,1,7,0,1996,2,4.22,1.44,1.22,0,0,0,0,0,7,2007,204000,"Timber"
454,60,0.75,90,8,5,2008,2008,0,0,0,7.68,7.68,786,804,0,15.9,0,0,2,1,3,1,6,0,2008,2,6.76,0,0.3,0,0,0,0,0,6,2009,210000,"Somerst"
456,20,0.8,96,7,6,1973,1973,320,9.16,0,3.26,12.42,1242,0,0,12.42,0,0,1,1,3,1,6,1,1973,2,5.28,0,0,0,0,0,0,0,9,2007,175500,"NWAmes"
460,50,0.69,70.15,5,4,1950,1950,161,1.85,0,5.24,7.09,979,224,0,12.03,1,0,1,0,3,1,5,1,1950,1,3.52,0,0,2.48,0,0,0,0,7,2009,110000,"BrkSide"
462,70,0.6,72,7,9,1936,2007,0,3.5,2.1,0,5.6,575,560,0,11.35,1,0,1,0,3,1,6,0,1971,2,5.76,2.56,0,0,0,0,0,0,4,2009,155000,"SWISU"
465,20,0.6,84.3,5,5,1978,1978,136,6.16,0,4.24,10.4,1040,0,0,10.4,0,0,2,0,3,1,5,0,1980,0,0,0,0,0,0,0,0,0,8,2009,124000,"CollgCr"
466,120,0.69,30.72,7,5,2004,2004,18,0,0,13.75,13.75,1414,0,0,14.14,0,0,2,0,2,1,6,1,2004,2,3.98,1.44,0.2,0,0,0,0,0,5,2006,178740,"Blmngtn"
467,20,0.85,106.28,7,5,1970,1970,0,7.78,0,4.99,12.77,1277,0,0,12.77,1,0,1,0,2,1,5,1,1970,2,5.26,0,0,0,0,1.76,0,0,4,2007,167000,"NAmes"
